#x,y
1698.028586181819,1713.691624636364
1699.269938400001,1656.0626028
1732.98347,1679.019451
1656.340418932971,1676.176110199642
1665.556406800001,1633.1057546
1630.539905313809,1648.149196589342
1631.8428752,1610.1489064
1644.065408031715,1714.629091818556
1663.073702363637,1748.363798272727
1592.238495481685,1634.389494942085
1606.721330154389,1686.925716804982
1607.039179151595,1741.355330861578
1598.1293436,1587.1920582
1628.118818545455,1783.035971909091
1556.886009735042,1598.508349939278
1562.503052602635,1671.756954693185
1586.880687494726,1780.684354652549
1565.137042978889,1715.642473894198
1564.415812,1564.23521
1551.528995214906,1634.914951984667
1593.163934727273,1817.708145545455
1556.533895248865,1758.209745129856
1518.297254625,1566.227644375
1526.617483032327,1697.026117776301
1516.757861999664,1605.453368064109
1520.351318296026,1652.457111190739
1543.557203633278,1805.606779278317
1511.182153423582,1739.828597563859
1558.209050909092,1852.380319181818
1526.658719966116,1772.510811101733
1496.145503605444,1707.992958202797
1472.17869725,1568.22007875
1523.25416709091,1887.052492818182
1504.420002754871,1838.147058323854
1483.325281800522,1677.391585408073
1481.375235126101,1628.1996892181
1495.361627558741,1786.398122434901
1466.260834676298,1722.571142514004
1488.299283272728,1921.724666454546
1478.545916937156,1882.950689574928
1471.757272609636,1756.548217271767
1443.893008630882,1609.22027462969
1453.344399454546,1956.396840090909
1451.473330281982,1919.221166427965
1453.268915985227,1850.934810379396
1437.776770363015,1702.59553162568
1438.29511569631,1660.060880118025
1462.280659866782,1813.002278794589
1443.151295991825,1742.707044369984
1445.168527110884,1780.048536294938
1426.060139875,1570.212513125
1408.188060666074,1941.176947802398
1424.58172584979,1888.746863491383
1413.184225924186,1809.482866539855
1401.555855207001,1619.408211937327
1418.389515636364,1991.069013727273
1383.434631818182,2025.741187363637
1364.261769855655,1984.954307691722
1412.678906732865,1849.744119188327
1400.530014262081,1748.219926184011
1399.702957304732,1696.17284918946
1379.9415825,1572.2049475
1394.528730431195,1660.201995150629
1333.290031345335,2024.171970957986
1377.808265558994,1904.240990176346
1377.939537266206,1864.983499002198
1348.479748,2060.413361
1376.394794690207,1828.986006657136
1359.272795647181,1605.534851382309
1362.222351620513,1644.807071310378
1365.652902226054,1685.630982977206
1359.856804124866,1939.626242266204
1315.739411626993,1993.218102566444
1305.099010666667,2060.254455
1359.220543180569,1722.108130754628
1367.360997943172,1793.203400897001
1334.023505375,1574.209690125
1318.620683533393,1617.04433603884
