# x,y,Bx,By,Bz,Psi
674.036,1301.46,0.0173549,0.094551,0,1.01634
931.274,1263.76,-0.072138,0.0568697,0,1.18903
400.511,1364.99,0.182266,-0.0470325,0,0.905499
475.573,1327.12,0.1067,0.0171596,0,0.941609
514.462,1320.97,0.0898459,0.0353712,0,0.948475
636.895,1301.47,0.0333595,0.0845072,0,0.99554
846.212,1248.51,-0.0598678,0.0752975,0,1.1276
794.399,1280.59,-0.0449777,0.106443,0,1.11012
765.092,1280.79,-0.0298338,0.106146,0,1.08461
920.28,1232.67,-0.06867,0.0607403,0,1.16994
963.074,1231.94,-0.0662598,0.0497141,0,1.19647
407.649,1315.6,0.124575,-0.0296825,0,0.947994
448.753,1307.87,0.112157,-0.000221288,0,0.944614
487.497,1296.03,0.0992425,0.019654,0,0.946563
565.046,1300.43,0.0643512,0.0589915,0,0.964928
592.544,1267.34,0.0395711,0.0542353,0,0.984326
860.336,1224.46,-0.0617458,0.0723323,0,1.13423
784.378,1252.22,-0.0415125,0.0807846,0,1.08738
810.209,1233.19,-0.0503883,0.0780195,0,1.1045
733.645,1277.75,-0.0200513,0.0976793,0,1.06409
653.38,1269.38,0.0157986,0.0739206,0,1.00904
704.798,1268.38,-0.00901293,0.0860561,0,1.04193
888.94,1222.31,-0.0664048,0.0669838,0,1.15247
951.218,1193.41,-0.0604562,0.0528394,0,1.15927
366.654,1331.04,0.139678,-0.0619266,0,0.948988
519.69,1276.16,0.071106,0.0333981,0,0.962844
832.334,1212.95,-0.0544716,0.071312,0,1.10799
754.042,1247.37,-0.0305276,0.0781232,0,1.06631
867.768,1185.18,-0.0555523,0.057334,0,1.10331
911.603,1200.86,-0.0631229,0.0571719,0,1.1488
994.875,1200.12,-0.0584103,0.0490935,0,1.18335
392.616,1273.45,0.116786,-0.0371086,0,0.958449
332.797,1297.09,0.13205,-0.0774973,0,0.963341
356.823,1277.44,0.123915,-0.0575064,0,0.962135
425.755,1282.63,0.115389,-0.0182556,0,0.950213
454.55,1269.52,0.0855169,-0.00437566,0,0.966764
489.299,1260.55,0.0705559,0.0088145,0,0.971356
549.364,1248.77,0.0456198,0.0309575,0,0.981609
632.758,1239.08,0.0138477,0.0579683,0,1.00564
777.334,1221.83,-0.0384581,0.0787212,0,1.08081
801.601,1201.53,-0.0464247,0.0673965,0,1.08244
722.465,1239.51,-0.020094,0.0756186,0,1.04919
679.106,1229.64,-0.00200555,0.067454,0,1.02422
913.444,1164.35,-0.0583985,0.0554371,0,1.12533
987.323,1155.48,-0.0547371,0.0513186,0,1.16607
1026.68,1168.3,-0.0499273,0.0502972,0,1.18813
332.997,1256.47,0.100581,-0.0579518,0,0.98749
511.833,1231.89,0.0577035,0.0180415,0,0.97658
574.246,1235.57,0.0361644,0.0401834,0,0.986801
600.331,1218.81,0.0243796,0.0469345,0,0.995309
827.566,1183.46,-0.050376,0.0580301,0,1.08249
746.719,1210.96,-0.0286851,0.0698696,0,1.05482
948.266,1153.21,-0.0577084,0.0532465,0,1.1451
1009.09,1118.92,-0.0542136,0.0539624,0,1.14015
425.208,1246.71,0.0845705,-0.0190541,0,0.975756
365.79,1233.94,0.0950703,-0.0446805,0,0.984112
464.896,1228.73,0.0734052,-0.00260661,0,0.974776
554.744,1207.36,0.0337075,0.0269471,0,0.988223
644.396,1207.32,0.00273758,0.0520958,0,1.01127
